epoch, trainloss, validationloss, trainRMSE, validationRMSE
1, 1.1128718852996826, 0.10939107835292816, 1.0549274682998657, 0.3307432234287262
2, 0.10390350222587585, 0.10901651531457901, 0.3223406672477722, 0.3301765024662018
3, 0.10371942818164825, 0.10862439125776291, 0.32205501198768616, 0.329582154750824
4, 0.10299699753522873, 0.10723549872636795, 0.32093146443367004, 0.32746830582618713
5, 0.10213697701692581, 0.10646428912878036, 0.3195887506008148, 0.3262886703014374
6, 0.10102134943008423, 0.10697358101606369, 0.31783854961395264, 0.32706815004348755
7, 0.10012810677289963, 0.10344047099351883, 0.3164302706718445, 0.3216216266155243
8, 0.09875713288784027, 0.1019466370344162, 0.314256489276886, 0.3192908465862274
9, 0.09700264036655426, 0.09880592674016953, 0.3114524781703949, 0.31433409452438354
10, 0.09523260593414307, 0.09791207313537598, 0.3085978031158447, 0.3129090368747711
11, 0.09420916438102722, 0.09947726130485535, 0.3069351017475128, 0.3154001533985138
12, 0.09424680471420288, 0.09361401200294495, 0.3069964349269867, 0.30596408247947693
13, 0.0914081335067749, 0.09142645448446274, 0.30233776569366455, 0.30236807465553284
14, 0.09266023337841034, 0.09125649183988571, 0.3044014275074005, 0.30208688974380493
15, 0.09525053203105927, 0.09474728256464005, 0.30862686038017273, 0.3078104555606842
16, 0.09378768503665924, 0.10050076246261597, 0.306247740983963, 0.3170185387134552
